1607	Maybunga	181
1608	Santa Lucia	181
1609	Rosario	181
1610	Santolan	181
1611	Manggahan	181
1612	Green Park	181
1620	Aguhos	181
1621	Santa Ana	181
1622	San Roque	181
1623	San Pedro	181
1630	Bagumbayan; Pinagsama (including EP Village)	181
1630	Western Bicutan (including Food Terminal, Inc. complex)	181
1631	Bicutan	181
1632	Lower Bicutan - Ususan	181
1633	Upper Bicutan	181
1634	Nichols - McKinley (Fort Bonifacio, Global City)	181
1634	Tilapya	181
1635	Ususan and Palar Village	181
1636	Bay Breeze Executive Village	181
1637	Ibayo - Tipas	181
1638	Ligid	181
1638	Tuktukan	181
1700	Don Galo	181
1700	Mon-El Subdivision	181
1700	Parañaque CPO	181
1701	Tambo	181
1702	Baclaran	181
1703	Marina Subdivision (Reclamation)	181
1704	Santo Niño	181
1705	Ninoy Aquino International Airport	181
1706	Pulo	181
1707	San Antonio Valley 11 & 12	181
1708	Multinational Village	181
1709	South Admiral Village, Merville Park & Moonwalk	181
1710	Executive Heights Subdivision	181
1711	Better Living Subdivision	181
1712	Miramar Subdivision	181
1713	United Parañaque Subdivision	181
1714	Ireneville Subdivision II	181
1715	San Antonio Valley 1	181
1716	Maywood Village II	181
1717	Manila Memorial Park	181
1718	BF Homes 2	181
1719	Ireneville Subdivision I & III	181
1719	Maywood Village I	181
1720	BF Homes 1	181
1740	Las Piñas Central Post Office	181
1741	Remarville Subdivision	181
1742	Pulang Lupa and Zapote	181
1743	Cut-cut	181
1744	Manuyo	181
1745	Gatchalian Subdivision	181
1746	Verdant Acres Subdivision	181
1747	Moonwalk Subdivision and Talon	181
1748	Manila Doctors Village	181
1749	Angela Village	181
1750	Almanza	181
1751	T.S. Cruz Subdivision	181
1752	Soldiers Hills Subdivision	181
1770	Muntinlupa Central Post Office	181
1771	Buli / Cupang	181
1772	Bayanan / Putatan	181
1773	Tunasan	181
1776	Poblacion	181
1778	Aeropark Subdivision	181
1780	Ayala Alabang	181
1781	Filinvest City	181
1799	Alabang	181
1800	Marikina Central Post Office	181
1801	San Roque-Calumpang	181
1802	Industrial Valley	181
1803	Barangka and Tañong	181
1804	J. De La Peña (Provident Villages)	181
1805	Malanday	181
1806	Northern and Western Marikina River	181
1807	Concepcion 1	181
1808	Nangka	181
1809	Parang	181
1810	Marikina Heights	181
1811	Concepcion 2 (SSS Vill.)	181
1820	Bagong Nayon, Cupang, Mambagat, and Mayamot	181
1850	San Mateo	120
1860	Rodriguez, Montalban	120
1870	Antipolo	120
1880	Teresa	120
1900	Cainta	120
1910	Pililla	120
1920	Taytay	120
1930	Angono	120
1940	Binangonan	120
1950	Cardona	120
1960	Morong	120
1970	Baras	120
1980	Tanay	120
1990	Jalajala	120
2000	City of San Fernando	112
2001	Bacolor	112
2002	Santa Rita	112
2003	Guagua	112
2004	Sasmuan	112
2005	Lubao	112
2006	Floridablanca	112
2007	Basa Airbase	112
2008	Porac	112
2009	Angeles City/Clark Special Economic Zone	112
2010	Mabalacat	112
2011	Magalang	112
2012	Arayat	112
2013	Candaba	112
2014	San Luis	112
2015	San Simon	112
2016	Apalit	112
2017	Masantol	112
2018	Macabebe	112
2019	Minalin	112
2020	Santo Tomas	112
2021	Mexico	112
2022	Santa Ana	112
2024	Barangay Balibago, Angeles City	112
2100	Balanga City	109
2101	Pilar	109
2102	Orion	109
2103	Limay	109
2104	Lamao	109
2105	Mariveles	109
2106	Bataan Export Processing Zone (Mariveles)	109
2107	Bagac	109
2108	Morong	109
2109	Refugee Processing Center (Morong)	109
2110	Dinalupihan	109
2111	Hermosa	109
2112	Orani	109
2113	Samal	109
2114	Abucay	109
2200	Olongapo	114
2201	Iba	114
2202	Botolan	114
2203	Cabangan	114
2204	San Felipe	114
2205	San Narciso	114
2206	San Antonio	114
2207	San Marcelino	114
2208	Castillejos	114
2209	Subic	114
2210	Palauig & Scarborough Shoal	114
2211	Masinloc	114
2212	Candelaria	114
2213	Santa Cruz	114
2222	Subic Bay Freeport Zone (Metro Subic)	114
2300	Tarlac City	113
2301	San Miguel, Tarlac City	113
2302	Gerona	113
2303	Santa Ignacia	113
2304	Mayantoc	113
2305	San Clemente	113
2306	Camiling	113
2307	Paniqui	113
2308	Moncada	113
2309	San Manuel	113
2310	Anao	113
2311	Ramos	113
2312	Pura	113
2313	Victoria	113
2314	La Paz	113
2315	Capas	113
2316	Concepcion	113
2317	Bamban	113
2318	San Jose	113
2400	Dagupan	103
2401	Lingayen	103
2402	Labrador	103
2403	Sual	103
2404	Alaminos City	103
2405	Anda	103
2406	Bolinao	103
2407	Bani	103
2408	Agno	103
2409	Mabini	103
2410	Burgos	103
2411	Dasol	103
2412	Infanta	103
2413	Mangatarem	103
2414	Urbiztondo	103
2415	Aguilar	103
2416	Bugallon	103
2417	Binmaley	103
2418	Calasiao	103
2419	Santa Barbara	103
2420	San Carlos City	103
2421	Malasiqui	103
2422	Basista	103
2423	Bayambang	103
2424	Bautista	103
2425	Alcala	103
2426	Santo Tomas	103
2427	Villasis	103
2428	Urdaneta City	103
2429	Mapandan	103
2430	Manaoag	103
2431	San Jacinto	103
2432	Mangaldan	103
2433	San Fabian	103
2434	Sison	103
2435	Pozorrubio	103
2436	Binalonan	103
2437	Laoac	103
2438	San Manuel	103
2439	Asingan	103
2440	Santa Maria	103
2441	Rosales	103
2442	Balungao	103
2443	Umingan	103
2444	San Quintin	103
2445	Tayug	103
2446	Natividad	103
2447	San Nicolas	103
2500	San Fernando City	102
2501	Bauang	102
2502	Caba	102
2503	Aringay	102
2504	Agoo	102
2505	Santo Tomas	102
2506	Rosario	102
2508	Pugo	102
2509	Tubao	102
2510	Burgos	102
2511	Naguilian	102
2512	Bagulin	102
2513	San Gabriel	102
2514	San Juan	102
2515	Bacnotan	102
2516	Santol	102
2517	Balaoan	102
2518	Luna	102
2519	Bangar	102
2520	Sudipen	102
2600	Baguio	164
2601	La Trinidad	164
2602	Philippine Military Academy (Baguio City)	164
2603	Tuba	164
2604	Itogon	164
2605	Bokod	164
2606	Kabayan	164
2607	Buguias	164
2608	Mankayan	164
2609	Lepanto	164
2610	Bakun	164
2611	Kibungan	164
2612	Atok	164
2613	Kapangan	164
2614	Sablan	164
2615	Tublay	164
2616	Bontoc	167
2617	Sadanga	167
2618	Besao	167
2619	Sagada	167
2620	Tadian	167
2621	Bauko	167
2622	Sabangan	167
2623	Barlig	167
2624	Natonin	167
2625	Paracelis	167
2700	Vigan	101
2701	Santa Catalina	101
2702	Caoayan	101
2703	Santa	101
2704	Narvacan	101
2705	Santa Maria	101
2706	San Esteban	101
2707	Santiago	101
2708	Banayoyo	101
2709	Galimuyod	101
2710	Candon	101
2711	Salcedo (Baugen)	101
2712	Santa Lucia	101
2713	Santa Cruz	101
2714	Tagudin	101
2715	Suyo	101
2716	Alilem	101
2717	Sugpon	101
2718	Cervantes	101
2719	Sigay	101
2720	Gregorio del Pilar	101
2721	Quirino (Angkaki)	101
2722	San Emilio	101
2723	Lidlidda	101
2724	Burgos	101
2725	Nagbukel	101
2726	San Vicente	101
2727	Bantay	101
2728	San Ildefonso	101
2729	Santo Domingo	101
2730	Magsingal	101
2731	San Juan (Lapog)	101
2732	Cabugao	101
2733	Sinait	101
2800	Bangued	163
2801	Dolores	163
2802	Lagangilang	163
2803	Tayum	163
2804	Peñarrubia	163
2805	Bucay	163
2806	Pidigan	163
2807	Langiden	163
2808	San Quintin	163
2809	San Isidro	163
2810	Manabo	163
2811	Villaviciosa	163
2812	Pilar	163
2813	Luba	163
2814	Tubo	163
2815	Boliney	163
2816	Daguioman	163
2817	Bucloc	163
2818	Sallapadan	163
2819	Licuan-Baay	163
2820	Malibcong	163
2821	Lacub	163
2822	Tineg	163
2823	San Juan	163
2824	Lagayan	163
2825	Danglas	163
2826	La Paz	163
2900	Laoag	100
2901	San Nicolas	100
2902	Paoay	100
2903	Currimao	100
2904	Badoc	100
2905	Pinili	100
2906	Batac	100
2907	Marcos	100
2908	Banna (Espiritu)	100
2909	Nueva Era	100
2910	Solsona	100
2911	Carasi	100
2912	Piddig	100
2913	Dingras	100
2914	Sarrat	100
2915	Vintar	100
2916	Bacarra	100
2917	Pasuquin	100
2918	Burgos	100
2919	Pagudpud	100
2920	Bangui	100
2921	Dumalneg	100
2922	Adams	100
3000	Malolos	110
3001	Paombong	110
3002	Hagonoy	110
3003	Calumpit	110
3004	Plaridel	110
3005	Pulilan	110
3006	Baliuag	110
3007	Bustos	110
3008	San Rafael	110
3009	Doña Remedios Trinidad	110
3010	San Ildefonso	110
3011	San Miguel	110
3012	Angat	110
3013	Norzagaray	110
3014	Pandi	110
3015	Guiguinto	110
3016	Balagtas (Bigaa)	110
3017	Bulacan	110
3018	Bocaue	110
3019	Marilao	110
3020	Meycauayan	110
3021	Obando	110
3022	Santa Maria	110
3100	Cabanatuan	111
3101	Santa Rosa	111
3102	San Leonardo	111
3103	Peñaranda	111
3104	General Tinio	111
3105	Gapan	111
3106	San Isidro	111
3107	Cabiao	111
3108	San Antonio	111
3109	Jaen	111
3110	Zaragoza	111
3111	Aliaga	111
3112	Licab	111
3113	Quezon	111
3114	Talavera	111
3115	Guimba	111
3116	Nampicuan	111
3117	Cuyapo	111
3118	Talugtug	111
3119	Science City of Muñoz	111
3120	Central Luzon State University	111
3121	San Jose City	111
3122	Lupao	111
3123	Carranglan	111
3124	Pantabangan	111
3125	General Mamerto Natividad	111
3126	Llanera	111
3127	Rizal	111
3128	Bongabon	111
3129	Laur	111
3130	Fort Magsaysay	111
3131	Gabaldon	111
3132	Palayan	111
3133	Santo Domingo	111
3200	Baler	115
3201	San Luis	115
3202	Maria Aurora	115
3203	Dipaculao	115
3204	Casiguran	115
3205	Dilasag	115
3206	Dinalungan	115
3207	Dingalan	115
3300	Ilagan	106
3301	Gamu	106
3302	Naguillan	106
3303	Reina Mercedes	106
3304	Luna	106
3305	Cauayan City	106
3306	Alicia	106
3307	Angadanan	106
3308	San Guillermo	106
3309	Echague	106
3310	San Isidro	106
3311	Santiago City	106
3312	Cordon	106
3313	Jones	106
3314	San Agustin	106
3315	Cabatuan	106
3316	Aurora	106
3317	San Manuel (Callang)	106
3318	San Mateo	106
3319	Ramon	106
3320	Roxas	106
3321	Quirino	106
3322	Burgos	106
3323	Mallig	106
3324	Quezon	106
3325	Tumauini	106
3326	Delfin Albano	106
3327	Santo Tomas	106
3328	Cabagan	106
3329	San Pablo	106
3330	Santa Maria	106
3331	Benito Soliven	106
3332	San Mariano	106
3333	Maconacon	106
3334	Palanan	106
3335	Divilacan	106
3336	Dinapigui	106
3400	Cabarroguis	108
3401	Diffun	108
3402	Saguday	108
3403	Aglipay	108
3404	Maddela	108
3405	Nagtipunan (Abbag)	108
3500	Tuguegarao	105
3501	Enrile	105
3502	Peñablanca	105
3503	Solana	105
3504	Iguig	105
3505	Amulung	105
3506	Baggao	105
3507	Alcala	105
3508	Gattaran	105
3509	Lal-Lo	105
3510	Camalaniugan	105
3511	Buguey	105
3512	Santa Teresita	105
3513	Gonzaga	105
3514	Santa Ana	105
3515	Aparri	105
3516	Ballesteros	105
3517	Abulug	105
3518	Sanchez-Mira	105
3519	Claveria	105
3520	Calayan	105
3521	Santa Praxedes	105
3522	Pamplona	105
3523	Allacapan	105
3524	Lasam	105
3525	Santo Niño	105
3526	Rizal	105
3527	Piat	105
3528	Tuao	105
3600	Lagawe	165
3601	Banaue	165
3602	Mayoyao (Mayaoyao)	165
3603	Hungduan	165
3604	Kiangan	165
3605	Lamut	165
3606	Aguinaldo	165
3607	Hingyon	165
3608	Alfonso Lista (Potia)	165
3609	Tinoc	165
3610	Asipulo	165
3700	Bayombong	107
3701	Ambaguio	107
3702	Bambang	107
3703	Kasibu	107
3704	Aritao	107
3705	Santa Fe (Imugan)	107
3706	Dupax del Norte	107
3707	Dupax del Sur	107
3708	Kayapa	107
3709	Solano	107
3710	Villa Verde (Ibung)	107
3711	Bagabag	107
3712	Diadi	107
3713	Quezon	107
3714	Alfonso Castañeda	107
3800	Tabuk City	166
3801	Balbalan	166
3802	Lubuagan	166
3803	Pasil	166
3804	Tinglayan	166
3805	Tanudan	166
3806	Pinukpuk	166
3807	Conner	168
3808	Rizal (Liwan)	166
3809	Kabugao	168
3810	Flora	168
3811	Santa Marcela	168
3812	Pudtol	168
3813	Luna	168
3814	Calanasan (Bayag)	168
3900	Basco	104
3901	Mahatao	104
3902	Ivana	104
3903	Uyugan	104
3904	Sabtang	104
3905	Itbayat	104
4000	San Pablo City	118
4001	Alaminos	118
4002	Nagcarlan	118
4003	Rizal	118
4004	Liliw	118
4005	Majayjay	118
4006	Botocan, Magdalena	118
4007	Magdalena	118
4008	Pagsanjan	118
4009	Santa Cruz	118
4010	Pila	118
4011	Victoria	118
4012	Calauan	118
4013	Cavinti	118
4014	Lumban	118
4015	Kalayaan	118
4016	Paete	118
4017	Pakil	118
4018	Pangil	118
4019	Siniloan	118
4020	Mabitac	118
4021	Famy	118
4022	Santa Maria	118
4023	San Pedro City	118
4024	Biñan City	118
4025	Cabuyao City	118
4026	Santa Rosa City	118
4027	Calamba City	118
4028	Canlubang, Calamba City	118
4029	Camp Vicente Lim, Calamba City	118
4030	Los Baños	118
4031	University of the Philippines, Los Baños	118
4032	Luisiana	118
4033	Bay	118
4100	Cavite City	117
4101	Sangley Point Naval Base (Cavite City)	117
4102	Bacoor City	117
4103	Imus City	117
4104	Kawit	117
4105	Noveleta	117
4106	Rosario	117
4107	General Trias City	117
4108	Tanza	117
4109	Trece Martires City	117
4110	Naic	117
4111	Ternate	117
4112	Maragondon	117
4113	Magallanes	117
4114	Dasmariñas	117
4115	Dasmariñas Resettlement Area (Dasmariñas City)	117
4116	Carmona	117
4117	General Mariano Alvarez	117
4118	Silang	117
4119	Amadeo	117
4120	Tagaytay City	117
4121	Mendez (Mendez-Nuñez)	117
4122	Indang	117
4123	Alfonso	117
4124	General Emilio Aguinaldo (Bailen)	117
4125	Corregidor Island	117
4126	First Cavite Industrial Estate (Dasmariñas City)	117
4200	Batangas City	116
4201	Bauan	116
4202	Mabini	116
4203	Tingloy	116
4204	San Pascual	116
4205	Alitagtag	116
4206	Santa Teresita	116
4207	San Nicolas	116
4208	Taal	116
4209	Lemery	116
4210	San Luis	116
4211	Agoncillo	116
4212	Calaca	116
4213	Balayan	116
4214	Tuy	116
4215	Calatagan	116
4216	Lian	116
4217	Lipa City	116
4218	Fernando Air Base (Lipa City)	116
4219	Balete	116
4220	Talisay	116
4221	Laurel	116
4222	Cuenca	116
4223	Mataas na Kahoy	116
4224	Padre Garcia	116
4225	Rosario	116
4226	San Juan	116
4227	San Jose	116
4228	Taysan	116
4229	Lobo	116
4230	Ibaan	116
4231	Nasugbu	116
4232	Tanauan City	116
4233	Malvar	116
4234	Santo Tomas	116
4300	Provincial Capitol, Lucena City	119
4301	Lucena City	119
4302	Pagbilao	119
4303	Padre Burgos	119
4304	Agdangan	119
4305	Unisan	119
4306	Plaridel	119
4307	Gumaca	119
4308	Pitogo	119
4309	Macalelon	119
4310	General Luna, Quezon	119
4311	Catanauan	119
4312	Mulanay	119
4313	San Narciso	119
4314	San Andres	119
4315	San Francisco (Aurora)	119
4316	Lopez	119
4317	Hondagua, Lopez	119
4318	Calauag	119
4319	Guinayangan	119
4320	Buenavista	119
4321	Tagkawayan	119
4322	Sariaya	119
4323	Candelaria	119
4324	San Antonio	119
4325	Tiaong	119
4326	Dolores	119
4327	Tayabas	119
4328	Lucban	119
4329	Sampaloc	119
4330	Mauban	119
4331	Atimonan	119
4332	Quezon	119
4333	Alabat	119
4334	Perez	119
4335	Real	119
4336	Infanta	119
4337	Panukulan	119
4338	General Nakar	119
4339	Polillo	119
4340	Burdeos	119
4341	Patnanungan	119
4342	Jomalig	119
4400	Naga City	128
4401	Camaligan	128
4402	Canaman	128
4403	Magarao	128
4404	Bombon	128
4405	Calabanga	128
4406	Cabusao	128
4407	Libmanan	128
4408	Sipocot	128
4409	Lupi	128
4410	Ragay	128
4411	Del Gallego	128
4412	Gainza	128
4413	Milaor	128
4414	Minalabac	128
4415	San Fernando	128
4416	Pamplona	128
4417	Pasacao	128
4418	Pili	128
4419	Ocampo	128
4420	Tigaon	128
4421	Sagñay	128
4422	Goa	128
4423	San Jose	128
4424	Presentacion	128
4425	Lagonoy	128
4426	Tinambac	128
4427	Siruma	128
4428	Garchitorena	128
4429	Caramoan	128
4430	Bula	128
4431	Iriga	128
4432	Baao	128
4433	Buhi	128
